House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price
H-1146,Swamp Bottom,1500,2,3,1966,2016,3,182860.02574944746
H-0339,Golden Ridge,-727,7,1,1960,2004,4,18762.771587171243
H-1168,Golden Ridge,1056 sqft,6,2,2020,1990,2,452489.971357239
H-0748,Industrial District,"4,028",5,4,1971,2000,1,638988.1516291694
H-1206,Maplewood,"1,090",4,3,1971,2022,3,291564.94268199865
H-0870,Sunny Valley,"2,294",7,4,2020,2022,8,708831.3392862288
H-1029,Swamp Bottom,1915 sqft,7,1,2001,2015,4,269065.0848030544
H-0010,Gilden Ridge,1165 sqft,5,1,1971,1998,4,501042.659838999
H-0491,Maplewood,1509 sqft,6,2,2020,1990,8,420674.0785790721
H-1574,Sunny Valley,"1,918",7,4,1985,2016,7,591741.203818212
H-1486,Sunny Valley,"1,389",2,3,2020,1990,9,424074.4687335799
H-0058,Gilden Ridge,1935 sqft,7,2,1969,2006,6,793468.2627634784
H-1738,Sunny Valley,2227 sqft,2,2,1995,1995,1,550938.5379369973
H-0850,Golden Ridge,405,3,1,1999,2018,7,239807.02875507448
H-0777,Maplewood,1689,2,1,2010,2016,1,324150.78677976085
H-0632,Maplewood,2092 sqft,3,2,2022,2024,9,505162.8197730524
H-0189,Swamp Botom,"1,249",6,2,1987,2006,2,364355.2090741256
H-0931,Swamp Bottom,2998,4,2,1997,2020,5,294426.3919225169
H-1584,Industrial District,2400 sqft,2,2,1975,1998,9,425273.8926979808
H-0964,Sunny Valley,2381 sqft,2,4,1976,2007,10,639673.2053800876
H-1114,Maplewood,1873 sqft,6,1,1981,1998,8,460820.14382328605
H-1802,Sunny Valley,2774 sqft,4,3,2014,2022,2,688871.4130350655
H-0167,Swamp Botom,2791,7,4,1980,2000,7,825123.3792172379
H-0233,Maplewood,4028,4,1,2019,2000,3,836872.1631942947
H-1586,Maplewood,"2,396",3,2,1992,2003,6,526497.7490856717
H-0396,Swamp Bottom,"2,414",6,2,1965,2007,2,278472.3465599146
H-1464,Industrial District,1462 sqft,5,3,1968,2014,9,312081.5595232538
H-1266,Sunny Valley,"1,752",6,3,1986,2022,5,531011.3909888567
H-0481,Maplewood,759 sqft,2,2,1978,1999,4,211806.18652792752
H-1522,Sunny Valley,119,4,2,2017,2019,3,167373.0871423886
H-0475,Industrial District,1878,7,4,1976,1991,5,389484.02192583855
H-1211,Maplewood,968,7,1,1982,1996,6,348381.2844191778
H-0943,Swamp Bottom,687,7,3,2002,2004,7,125009.23205214643
H-1674,Swamp Bottom,"1,740",2,4,2003,2016,4,160602.42642770655
H-1466,Industrial District,399,6,2,2016,2011,6,167016.5433569079
H-0619,Maplewood,2151 sqft,7,1,1985,2014,6,593022.0967155888
H-0247,Industrial District,"2,286",7,3,1977,1996,10,467865.63031419454
H-0680,Swamp Bottom,1642,4,2,1979,2021,10,222233.5065632934
H-0685,Maplewood,"1,270",4,1,1971,1997,2,330574.94304130634
H-0181,Swamp Botom,2690,6,4,2016,2001,5,951794.3836869515
H-1474,Sunny Valley,"2,073",4,4,2016,2002,8,627027.478644621
H-1187,Golden Ridge,1236,5,4,1972,2005,7,582066.2592431847
H-0930,Golden Ridge,303 sqft,4,3,2021,1998,10,327266.1881359184
H-0707,Swamp Bottom,"2,252",4,4,2023,2002,3,189566.4873458048
H-0757,Maplewood,"3,405",4,4,2013,2022,6,746680.87262685
H-0430,Golden Ridge,2301 sqft,5,1,2013,1990,9,896185.7126776985
H-1200,Swamp Bottom,3581,5,2,2022,2011,7,346107.3574326157
H-1736,Sunny Valley,1237,7,1,2019,2020,10,469451.60858531477
H-0959,Maplewood,883,6,1,1982,1995,1,258827.58983095706
H-0068,Gilden Ridge,"1,328",7,3,1963,2022,6,629507.424003798
H-0360,Sunny Valley,2866,2,4,1982,2004,3,684056.6060464816
H-1303,Maplewood,1717,3,2,1962,2013,5,413343.6144803185
H-0732,Maplewood,2760,7,3,2021,2005,7,684097.9915746994
H-1499,Swamp Bottom,2694,6,4,2016,2005,2,334242.02997253375
H-0389,Swamp Bottom,3405,7,3,2009,2012,10,378776.2273883616
H-0538,Maplewood,801,5,2,1988,2012,5,
H-1142,Maplewood,"2,139",5,3,1962,2016,4,493055.8045489248
H-0309,Sunny Valley,3153,2,2,1977,2002,4,737848.9182446755
H-1069,Sunny Valley,1664,7,2,1976,1998,1,534955.4452619078
H-0686,Maplewood,"2,336",3,2,1999,1993,9,527140.282155608
H-0916,Sunny Valley,1545,7,2,1963,2015,9,563133.7482750895
H-0426,Sunny Valley,1839,7,3,2015,2021,4,546553.9823658994
H-1774,Swamp Bottom,205,6,3,1976,2001,1,88447.36835714594
H-1682,Maplewood,3113 sqft,4,3,1968,2013,5,607278.9375793677
H-1057,Sunny Valley,"2,094",3,1,2004,2015,9,616708.8337941372
H-0894,Maplewood,1919 sqft,6,4,2010,1995,6,463858.8821580392
H-1871,Sunny Valley,2330,7,3,2007,1997,5,671184.7069326568
H-1896,Maplewood,"2,334",3,1,1991,2007,1,427724.3750074744
H-1787,Maplewood,"2,482",2,2,1980,2012,10,592442.6694456467
H-0196,Swamp Botom,"1,558",3,4,1965,2000,5,389252.2115121157
H-1221,Sunny Valley,2455,6,4,1997,2006,8,734961.6821624829
H-0180,Swamp Botom,1950,7,3,1968,2007,9,660322.6864821261
H-1847,Sunny Valley,3332 sqft,2,4,1997,2018,2,765002.4121361084
H-0775,Golden Ridge,2032 sqft,6,4,1997,1999,5,814367.2428731173
H-1659,Sunny Valley,"1,728",6,4,1997,1991,8,537437.0390551307
H-0925,Golden Ridge,"1,592",6,4,1994,1995,3,664817.519543142
H-0499,Industrial District,2119 sqft,7,1,2023,2020,6,415769.1440935216
H-1396,Sunny Valley,2257,4,2,1962,2015,7,623599.5482973437
H-1598,Golden Ridge,660,2,3,2000,2011,1,247900.30585086456
H-0784,Sunny Valley,2176 sqft,6,2,1977,2004,10,664970.1422645211
H-0841,Maplewood,2042,3,1,1962,2003,9,479962.21206628165
H-0469,Industrial District,880 sqft,6,3,2000,1993,5,244372.22525308075
H-0118,Swamp Botom,2500,7,3,1979,2021,3,254963.05840547444
H-1453,Maplewood,398,7,4,1966,2014,9,256607.05383073655
H-0259,Golden Ridge,3817,5,1,1995,2002,8,1277487.1677682349
H-0165,Swamp Botom,2525 sqft,6,1,1989,2021,6,365864.70497953944
H-1769,Sunny Valley,3106 sqft,3,4,1977,2016,6,805741.9880993111
H-1090,Industrial District,1827,5,4,2005,1990,3,370939.7355662596
H-1928,Maplewood,"2,944",2,2,1999,1996,4,545003.0233275095
H-0253,Sunny Valley,"1,190",3,4,1967,2007,4,309809.0700864112
H-1179,Maplewood,"1,671",7,4,2017,1990,6,395507.04246185033
H-0771,Swamp Bottom,1569 sqft,6,3,2021,2003,9,204680.18845883344
H-0003,Gilden Ridge,2248 sqft,7,3,2003,2023,6,0.0
H-1846,Golden Ridge,"1,246",7,1,2009,1996,5,605050.5569277649
H-1596,Sunny Valley,"3,234",3,4,1977,1990,3,811020.2230317038
H-0927,Maplewood,"1,922",4,2,2001,2012,2,459213.13401508867
H-0333,Golden Ridge,1846 sqft,2,4,2022,1995,5,660872.473367731
H-1316,Maplewood,2569 sqft,7,4,1967,2022,5,577946.3157308488
H-0458,Golden Ridge,2156,7,2,2013,2015,3,832789.9266978382
H-1937,Swamp Bottom,2145 sqft,2,2,1970,2013,3,219445.5460644719
H-1456,Maplewood,"1,618",3,1,1964,2007,8,383502.743865996
H-1460,Sunny Valley,"1,897",2,3,1968,2005,2,428031.98382960074
H-0951,Maplewood,1959,2,3,1995,2017,7,396569.6692057418
H-1563,Sunny Valley,"2,435",7,2,1998,1992,4,703809.949151225
H-1047,Golden Ridge,"1,714",4,1,2006,2004,5,648770.5067199549
H-0395,Industrial District,3530 sqft,7,2,1998,2009,5,611986.4262481437
H-0422,Golden Ridge,2062 sqft,3,4,2014,1999,9,770639.4381187786
H-1478,Swamp Bottom,591,3,3,1962,1992,2,122756.70224369397
H-1794,Golden Ridge,1764,2,4,1986,1996,10,718116.083751839
H-0672,Golden Ridge,905,2,3,1985,2011,9,390177.0827993635
H-1885,Maplewood,2299 sqft,7,2,1971,2000,3,540210.7098788449
H-0261,Industrial District,1307,2,3,1971,1990,2,240170.4560067331
H-0561,Sunny Valley,"2,833",2,3,2022,1998,1,
H-0298,Maplewood,1141 sqft,4,2,1976,1991,5,286862.9915331807
H-1313,Swamp Bottom,"1,471",3,4,2021,2002,1,163836.3369881964
H-0940,Sunny Valley,2688,6,4,1999,2023,5,761494.4317739292
H-0753,Sunny Valley,"1,259",7,2,1969,2008,9,489911.89599055715
H-0435,Maplewood,1134 sqft,6,4,1977,2016,2,288900.3624922245
H-1811,Swamp Bottom,2471,3,3,2018,2016,10,312604.40700795676
H-1009,Maplewood,"2,363",3,2,1995,2008,6,522004.04563966347
H-1868,Golden Ridge,1429 sqft,4,1,1969,2024,5,560015.4031035622
H-0901,Golden Ridge,1350 sqft,5,1,2010,1996,10,643959.6240231269
H-0043,Gilden Ridge,3015 sqft,2,1,1987,2005,7,532531.8623930558
H-0351,Swamp Bottom,"2,016",5,2,1962,2020,1,209517.68888990243
H-1583,Maplewood,2087 sqft,7,4,1985,2020,7,511387.1188099463
H-1328,Maplewood,2995,3,3,1985,1994,8,666001.3583723044
H-0788,Maplewood,"1,857",3,4,2001,2009,4,410628.7093925283
H-1695,Golden Ridge,2845 sqft,4,3,1980,2007,8,1005256.4586740843
H-0113,Swamp Botom,2553 sqft,5,4,1983,2001,5,288679.67445829255
H-1698,Industrial District,30,3,1,2011,2020,3,59796.17481097226
H-1030,Golden Ridge,886 sqft,3,4,1980,2011,9,476372.1769448499
H-0556,Golden Ridge,1473 sqft,3,1,1965,2019,7,
H-0240,Industrial District,"3,158",4,1,1985,2018,9,529095.6649519914
H-1729,Maplewood,2277 sqft,4,2,1975,1996,6,497933.3310365137
H-0646,Maplewood,2346,3,4,1960,1999,5,480311.67751999537
H-1073,Golden Ridge,2598 sqft,7,2,1991,1990,4,990236.8966104522
H-0409,Golden Ridge,802,6,3,1988,2002,5,466196.202091259
H-1270,Maplewood,"2,697",7,3,1995,2010,1,643388.145415628
H-0667,Sunny Valley,3191 sqft,6,4,2008,2017,10,843458.5050710719
H-0564,Sunny Valley,1440,5,4,2023,1993,10,
H-1531,Maplewood,1895,5,2,1985,2005,8,462470.66506078956
H-1680,Sunny Valley,"2,082",4,1,2005,2022,7,555095.5796503838
H-0120,Swamp Botom,1569,5,3,2006,2024,10,203437.21751376998
H-0545,Sunny Valley,2863,4,2,1982,2021,4,
H-0185,Swamp Botom,"2,355",7,3,2004,2010,2,506727.7694444071
H-1306,Maplewood,1514,5,1,1972,2002,6,427162.7980196576
H-0335,Golden Ridge,2116,2,2,1994,1995,9,791340.5575823996
H-1940,Golden Ridge,"3,015",2,4,2020,2001,3,960447.087795244
H-0009,Gilden Ridge,433 sqft,7,1,1992,2018,1,152705.40414463507
H-0591,Maplewood,844 sqft,5,2,1961,2000,2,
H-0077,Gilden Ridge,"1,312",3,3,1981,2014,4,519851.20164430526
H-1648,Swamp Bottom,2302 sqft,6,2,1994,2011,9,283013.91378878505
H-0818,Golden Ridge,3201,6,4,2006,2001,9,1185624.805421466
H-1384,Maplewood,2142 sqft,3,1,2013,2008,1,474400.78360976395
H-0970,Maplewood,2556 sqft,5,4,2021,2017,8,601011.4416536479
H-1792,Maplewood,887,6,1,2000,2004,10,317315.49123794085
H-0588,Golden Ridge,"2,383",2,2,1999,1999,5,
H-0712,Maplewood,942,3,4,1968,2002,2,211997.23919263892
H-0218,Maplewood,1982 sqft,2,4,2001,2000,3,401017.7482790069
H-1546,Swamp Bottom,2577,7,3,2012,2012,6,306976.72546745697
H-1236,Swamp Bottom,2637 sqft,2,3,2012,2007,6,347013.0975147005
H-0876,Maplewood,1182 sqft,4,2,2020,2002,8,368621.57824529876
H-0087,Gilden Ridge,"2,706",6,1,2000,2021,5,674489.5811486355
H-1953,Maplewood,"2,724",4,1,1986,2014,9,668395.1514333372
H-1887,Sunny Valley,1396 sqft,5,2,1961,1991,3,436776.1392159461
H-1939,Golden Ridge,2350 sqft,5,1,2020,1990,6,861335.8106339666
H-1789,Maplewood,2347 sqft,7,3,2002,2005,8,578272.0590529212
H-1488,Sunny Valley,"2,063",3,3,1967,1992,4,537064.1323079034
H-1122,Swamp Bottom,1825,4,4,1966,2004,1,170472.95445721791
H-1309,Swamp Bottom,867,4,3,2013,2017,8,126486.34362473777
H-0031,Gilden Ridge,2156,3,2,2018,2000,4,554905.4857893311
H-1850,Sunny Valley,794,6,1,1987,2018,4,298959.25380445295
H-0021,Gilden Ridge,3293,5,4,2003,2009,4,1094371.6644295657
H-1599,Swamp Bottom,2648 sqft,4,4,1976,2018,10,318844.86545696424
H-0571,Swamp Bottom,"1,440",6,3,1987,1999,5,
H-0747,Maplewood,"1,749",5,1,2016,2004,3,368105.09209140146
H-1212,Sunny Valley,2311,7,4,1997,2020,5,668770.0512496993
H-1348,Industrial District,"2,710",7,2,1995,2015,10,521118.5335127498
H-1118,Sunny Valley,"1,039",5,2,1979,2009,1,299416.1891643326
H-1056,Swamp Bottom,"2,880",5,3,1999,2004,6,325654.30674307793
H-1059,Maplewood,"1,188",3,2,1984,1993,5,271880.4949165173
H-1592,Golden Ridge,3316 sqft,2,3,1965,2015,8,1131321.106760153
H-0387,Sunny Valley,"3,067",7,3,1994,2010,10,936513.2197141077
H-0029,Gilden Ridge,1058,6,3,2017,2014,1,406077.69020716345
H-1727,Industrial District,1792,6,3,1992,2005,2,315183.09023083514
H-1764,Sunny Valley,2180 sqft,5,3,2012,2002,7,633847.4607980384
H-0182,Swamp Botom,2595,3,4,1990,1999,5,450126.96402774466
H-0717,Industrial District,"1,244",6,1,2020,1990,3,272352.82989006705
H-0038,Gilden Ridge,1808,3,4,2016,2024,9,467612.27476830117
H-1018,Industrial District,2623 sqft,7,4,2013,2012,2,454687.9888728393
H-1441,Golden Ridge,1363,2,2,2007,2022,9,552468.6313620249
H-1869,Maplewood,2886 sqft,3,3,2002,2016,3,575687.6658050163
H-0912,Maplewood,2272 sqft,3,1,1977,2017,5,486827.08157092595
H-0782,Sunny Valley,1734,4,4,1992,2008,8,573184.8871311146
H-1578,Maplewood,839 sqft,3,2,1987,2008,2,237598.67760739138
H-1964,Maplewood,1100,3,1,2013,2011,3,259359.91049502668
H-1436,Sunny Valley,"3,127",4,2,1976,2016,5,772472.6131654291
H-0963,Sunny Valley,1469,4,1,1980,2015,1,365934.5702373459
H-0739,Sunny Valley,"2,200",7,3,1978,2007,10,696499.8509104537
H-0582,Maplewood,1020,5,1,1984,2001,9,
H-1890,Golden Ridge,1703 sqft,2,3,1988,2005,3,588948.9819864489
H-0238,Maplewood,"2,384",3,4,1968,2008,2,440844.95702000224
H-1379,Maplewood,1283 sqft,5,4,1994,1998,8,376643.6026702467
H-1372,Swamp Bottom,"1,533",7,3,2005,2011,3,260308.3360063113
H-0572,Sunny Valley,2529,2,4,2023,2023,9,
H-1345,Sunny Valley,"3,401",4,1,2001,2009,4,829887.3997830476
H-0845,Sunny Valley,2460,4,2,1961,2005,4,665713.4039402851
H-1442,Maplewood,"2,391",2,1,1973,1990,4,516056.9594244471
H-1398,Maplewood,794 sqft,2,2,2008,2006,10,276394.77110882313
H-1863,Maplewood,1562,7,2,2015,1998,6,497735.9584791912
H-0758,Swamp Bottom,1511 sqft,4,3,1980,1997,8,197320.91497182404
H-1783,Maplewood,2942,4,2,1975,2018,10,646251.146829392
H-0960,Golden Ridge,1436,6,3,1987,1998,10,688135.9062827557
H-1176,Swamp Bottom,2443 sqft,3,1,1981,2015,1,245449.8288506743
H-1609,Maplewood,2176 sqft,7,4,1981,2015,6,547927.4634399065
H-1521,Industrial District,1738 sqft,7,1,1961,2006,8,393934.5121607562
H-1217,Maplewood,2812 sqft,5,2,1992,2006,5,625231.3870446
H-0013,Gilden Ridge,1749 sqft,5,4,1968,2002,9,561033.9815565795
H-1540,Maplewood,2513,2,1,1970,2020,10,563675.2173486277
H-1755,Swamp Bottom,2341,6,1,1980,1995,1,302603.5164380214
H-1815,Industrial District,1189,3,2,1995,1994,9,258564.825204221
H-1873,Swamp Bottom,999,3,4,2019,2009,3,93476.73134464562
H-1213,Swamp Bottom,"2,063",3,2,1961,2003,3,223873.03285847759
H-0417,Sunny Valley,"1,962",2,2,2002,2018,5,506786.59659428
H-1849,Maplewood,2719 sqft,6,1,2018,1993,3,583413.1737143709
H-0641,Sunny Valley,"2,851",7,1,1975,2017,10,777937.5945250186
H-0889,Sunny Valley,"2,185",7,2,2001,2006,4,642117.8926218086
H-0365,Sunny Valley,974,7,2,1995,2000,8,385579.4714315309
H-0584,Maplewood,3535,2,3,2002,1997,4,
H-0635,Sunny Valley,2872 sqft,7,4,2014,2010,9,825455.0098545745
H-0215,Sunny Valley,2942,3,2,1975,2020,5,695731.0501745446
H-1012,Industrial District,"2,921",7,3,2016,2020,7,513821.2957247858
H-1713,Maplewood,2589,3,4,1978,2021,7,551307.4063270623
H-1448,Industrial District,"3,056",4,4,2000,2007,4,517015.8633725764
H-1933,Maplewood,942,6,1,1984,2014,1,256818.62438425532
H-1932,Maplewood,484 sqft,6,1,1963,2018,6,240245.48234558772
H-0400,Golden Ridge,"2,391",2,1,2010,2013,4,760630.0145234469
H-0482,Maplewood,"2,372",5,2,2016,1990,4,555938.8098271184
H-1882,Maplewood,2141,7,1,1977,2011,2,524591.1008248655
H-1276,Sunny Valley,"1,206",6,3,1960,2015,10,458287.81379155227
H-0130,Swamp Botom,"2,565",4,3,2024,2020,2,681392.4654643805
H-0471,Industrial District,"1,665",4,2,2024,2014,6,305800.40762349044
H-1562,Swamp Bottom,1392 sqft,7,1,1988,2008,2,201758.29396713956
H-1445,Sunny Valley,1705,2,2,2017,1994,1,372330.73155713064
H-1950,Golden Ridge,"2,179",2,1,1984,1997,7,839344.4694691685
H-0793,Maplewood,2208,4,3,1985,2012,9,516935.599271001
H-0647,Maplewood,"2,340",6,2,2008,2000,1,540279.1801000304
H-0235,Maplewood,1722 sqft,3,2,1963,1995,1,376652.86100482894
H-1283,Golden Ridge,293 sqft,4,3,1968,2008,8,312219.78623472207
H-1386,Swamp Bottom,1238,6,1,1974,2018,4,143656.9824006685
H-0336,Swamp Bottom,944 sqft,2,1,1962,2011,9,136782.86161653642
H-1389,Maplewood,1871,4,4,2002,2014,6,395736.976143426
H-1113,Maplewood,1798 sqft,2,2,1987,1991,6,376815.14116070676
H-0630,Maplewood,2111,6,1,2008,2017,9,520724.3424332689
H-1462,Golden Ridge,2120,7,4,2020,1990,5,921204.039668113
H-0169,Swamp Botom,2569 sqft,7,2,1982,2023,1,524725.2667421676
H-0714,Sunny Valley,"1,817",6,3,1962,2022,7,602172.7895961248
H-0111,Swamp Botom,996 sqft,2,1,1967,2004,1,212462.5254509516
H-0290,Golden Ridge,2027 sqft,3,3,1973,2018,7,703015.1042135411
H-1457,Maplewood,2094 sqft,4,1,1991,2020,10,505256.812631591
H-0138,Swamp Botom,2625,5,1,2018,1998,8,749453.6626956608
H-0399,Swamp Bottom,"1,210",5,3,1975,2022,1,160729.8434241993
H-1426,Golden Ridge,2724,2,4,2009,2016,10,917303.1433221808
H-0358,Industrial District,1889 sqft,6,1,1976,1999,10,417284.93897197186
H-0639,Sunny Valley,1560 sqft,4,2,2005,1991,1,421423.7797057544
H-0877,Maplewood,2321,2,4,1990,1991,4,500179.22233279236
H-1414,Maplewood,2758 sqft,5,1,2013,2013,7,604517.292597994
H-1256,Sunny Valley,1348,3,3,2023,1992,1,372115.24514824804
H-0151,Swamp Botom,3485,3,1,1987,2012,7,865582.5247077395
H-0700,Maplewood,1883,6,1,1986,2015,8,462006.45450219035
H-0710,Swamp Bottom,3036,7,3,2012,1999,4,315467.6941900326
H-1015,Industrial District,2653 sqft,6,2,1980,2020,7,506938.91356197174
H-0020,Gilden Ridge,890,6,4,2011,1990,10,302523.3996352464
H-1130,Maplewood,1642,4,4,1976,2023,4,400721.6493313638
H-0300,Golden Ridge,3875,7,1,2004,2011,5,1333762.600498639
H-0176,Swamp Botom,1174 sqft,2,1,1966,2008,4,274539.81189042964
H-1898,Sunny Valley,908,2,2,1986,2018,10,361850.46314164187
H-1839,Sunny Valley,3421,6,2,2002,1992,4,875752.5586449853
H-1195,Swamp Bottom,2374,5,4,2015,2002,6,251485.47638667552
H-0711,Maplewood,2324,2,1,1996,2011,7,530918.8484305805
H-1728,Swamp Bottom,"2,480",7,4,2009,2007,1,260445.54906648755
H-1117,Swamp Bottom,1716,4,3,2007,2001,3,223998.7213873941
H-1566,Maplewood,779,6,1,1992,2015,9,381108.4469346408
H-1166,Swamp Bottom,"1,571",6,2,2005,2011,4,230430.02638243957
H-1422,Golden Ridge,2130,3,3,1995,2022,6,809276.822325027
H-1884,Sunny Valley,"1,800",4,2,1965,2001,10,550733.4995293465
H-0533,Maplewood,3098 sqft,7,4,2016,1994,5,
H-1617,Maplewood,1128,5,4,1968,2017,2,309879.97605124087
H-0937,Industrial District,1286,5,2,1961,2022,8,287465.0708023554
H-0046,Gilden Ridge,1345 sqft,2,2,1968,2018,9,411650.699768171
H-0452,Sunny Valley,"1,354",5,4,2015,2005,1,408900.95382030396
H-1782,Maplewood,1809,2,4,1975,1990,4,381658.60763952794
H-0281,Sunny Valley,1704 sqft,6,3,2023,2015,2,507537.66719050676
H-0086,Gilden Ridge,3053,4,4,1985,1996,6,706944.314506358
H-0623,Maplewood,1306 sqft,6,2,2008,2012,5,355892.8042859809
H-0924,Sunny Valley,2539,2,3,1976,1997,5,609261.2433661044
H-0614,Swamp Bottom,"2,043",7,1,1968,2014,8,250852.22089531066
H-0139,Swamp Botom,2528 sqft,2,4,1992,2018,6,436129.25615994463
H-0190,Swamp Botom,"2,465",2,3,2000,2018,8,837145.1151637498
H-0001,Gilden Ridge,1479 sqft,4,3,2017,2016,6,0.0
H-1721,Golden Ridge,2048 sqft,3,4,2016,2003,2,684089.5112900197
H-0696,Sunny Valley,1689,2,4,2010,1993,3,438729.7514586315
H-1931,Maplewood,"2,325",4,4,2012,2007,8,547912.1408621811
H-0449,Golden Ridge,"2,351",7,3,2006,1995,8,930378.4544709116
H-1761,Swamp Bottom,1680,3,2,1979,2017,3,197316.45829526716
H-0367,Industrial District,964,6,3,2020,1990,7,222503.8914699336
H-0150,Swamp Botom,2908,5,3,1975,1996,2,501647.0782707316
H-1818,Maplewood,2075,6,1,2020,1990,10,535829.0544013034
H-1371,Sunny Valley,"3,340",6,4,1962,2014,1,840296.9780406895
H-1841,Sunny Valley,703,2,3,2020,1990,8,249811.89187798556
H-1745,Maplewood,2099,5,3,1963,1996,10,522063.14695776324
H-0017,Gilden Ridge,"2,949",3,3,2021,1999,10,653638.1730776792
H-0673,Maplewood,"1,857",2,1,1980,2006,9,443678.5116188698
H-1719,Sunny Valley,3009,3,3,1964,2011,8,805856.2506592455
H-0728,Sunny Valley,2696 sqft,6,3,2000,1997,6,761475.0700384588
H-1240,Swamp Bottom,997 sqft,7,2,2020,2004,1,125919.58397342071
H-0414,Maplewood,1808 sqft,3,3,1963,1990,4,410897.8957936337
H-0890,Maplewood,2066,3,3,1997,2020,7,416445.1754447255
H-1670,Sunny Valley,474,7,3,1980,2008,1,217168.09848158454
H-1447,Swamp Bottom,1478,3,3,1961,2007,6,141900.37769736454
H-1997,Golden Ridge,2204,5,1,1994,1999,5,832836.1241958012
H-1282,Maplewood,2030,7,3,2023,1990,5,491565.5104808152
H-1803,Sunny Valley,"2,080",4,2,1960,1996,1,529505.4251926409
H-0057,Gilden Ridge,1634,2,4,1962,2013,4,464005.698328633
H-1136,Swamp Bottom,"2,108",5,4,2010,2001,4,216815.6071190553
H-0509,Maplewood,"3,192",5,4,1975,2005,3,
H-1039,Sunny Valley,1961 sqft,3,1,1966,2018,10,578560.496570475
H-0908,Sunny Valley,4308 sqft,5,2,1995,2010,6,1136189.5358410038
H-0557,Golden Ridge,1250,6,1,1969,2020,4,
H-0525,Maplewood,3530,3,1,1985,2023,5,
H-0334,Golden Ridge,2112,7,2,2015,1990,6,829486.533781663
H-0539,Golden Ridge,3295 sqft,7,3,1985,2006,3,
H-1833,Maplewood,2588,4,1,1990,2018,7,539256.4399153829
H-1258,Golden Ridge,928,7,2,2010,2018,10,559645.0917860203
H-1017,Maplewood,"2,036",7,1,1979,2023,7,537491.7116674258
H-1820,Sunny Valley,"3,188",6,4,2018,2008,8,857863.1714144317
H-0136,Swamp Botom,1493 sqft,3,4,2014,1994,8,360486.59170205984
H-1019,Golden Ridge,2131,2,4,1984,1995,6,730775.1042305194
H-1070,Sunny Valley,"1,194",6,4,1989,2000,4,441441.79717163683
H-0822,Sunny Valley,3257,2,4,1978,1998,9,813630.4148431042
H-1836,Golden Ridge,2755 sqft,7,4,1971,1996,10,1041776.17057873
H-1543,Sunny Valley,3207 sqft,5,1,2005,1994,7,845422.3618973271
H-0874,Golden Ridge,959,4,3,1982,2021,6,473805.6326195191
H-0573,Maplewood,859,6,1,2018,1999,8,
H-0206,Golden Ridge,"2,170",5,2,2021,2005,4,754995.7108575484
H-0510,Maplewood,759 sqft,3,2,1978,2011,2,
H-0857,Maplewood,"2,305",6,3,2000,2016,5,547564.0472848719
H-0643,Sunny Valley,1481 sqft,6,3,2020,1999,8,461374.50892649125
H-1286,Golden Ridge,3215,4,2,2019,2003,8,1118352.9972103403
H-1523,Golden Ridge,648,3,2,2003,1998,10,407885.69258781394
H-0847,Industrial District,"1,023",3,2,1985,2015,5,220627.46106294022
H-1140,Swamp Bottom,852,2,3,2009,2004,7,112497.89436774992
H-0303,Maplewood,"1,748",2,4,1969,2011,7,389980.1542121351
H-0609,Maplewood,2051 sqft,4,1,2008,1995,3,474644.76364830503
H-0125,Swamp Botom,"2,689",7,3,2012,1997,1,725429.5180043975
H-1870,Swamp Bottom,2497,4,1,1974,2016,9,298338.34179734375
H-0084,Gilden Ridge,571,3,3,1971,2014,2,235467.09909308897
H-1690,Sunny Valley,2142,4,4,1990,2019,1,513841.62522161304
H-0418,Maplewood,900,7,3,2018,2006,1,253937.18525064763
H-1877,Maplewood,1470 sqft,3,2,1963,2024,4,348358.7162295129
H-0053,Gilden Ridge,3571,3,3,2018,1998,2,367237.4289269994
H-1516,Maplewood,"2,702",3,3,2000,1996,6,603987.1256949821
H-1165,Swamp Bottom,2409 sqft,3,4,1999,2024,5,214426.7728815733
H-0304,Maplewood,1928 sqft,2,1,1993,2016,6,407237.38689705904
H-1196,Industrial District,1622,7,4,1969,2008,3,320766.3554099869
H-1829,Sunny Valley,1835,6,4,1989,2006,6,560637.4794050875
H-0740,Maplewood,1753,3,3,1961,2017,6,364185.3012120409
H-0604,Golden Ridge,2349,5,2,1977,2003,7,853172.2844914439
H-0581,Industrial District,2235,4,4,2022,2005,9,
H-0569,Sunny Valley,2951,5,4,2021,2012,4,
H-1148,Swamp Bottom,3633 sqft,7,4,1963,2020,4,355700.87507659517
H-1998,Golden Ridge,"2,070",4,3,2008,2005,3,673849.1391742836
H-1374,Sunny Valley,1563 sqft,7,4,2023,2022,6,453035.51246684155
H-0315,Maplewood,2647,4,2,1983,2024,9,577571.0606157959
H-1565,Sunny Valley,1668,7,4,2000,2022,3,542756.2321004851
H-1810,Maplewood,"1,701",4,2,1990,1990,3,397570.1310910812
H-0208,Golden Ridge,"1,432",3,2,1984,2001,10,616582.3295275968
H-1805,Swamp Bottom,2761 sqft,6,2,2006,2020,6,304051.567453817
H-1493,Golden Ridge,394 sqft,4,1,1968,2019,8,329695.6014862863
H-1625,Maplewood,2551 sqft,7,1,1994,2014,1,571037.1248330036
