House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price,Effective_Age,Neighborhood_Tier
H-1291,Golden Ridge,3140,6,2,2008,2022,7,1183340.219339478,4,5
H-1450,Maplewood,3315,2,2,1963,2008,5,642213.5219448901,18,3
H-0211,Maplewood,2413,5,4,1975,2000,8,592165.2480266036,26,3
H-1536,Sunny Valley,1059,4,2,1997,2019,10,387866.3381621184,7,4
H-1989,Maplewood,2071,4,3,2005,2012,9,518422.0409547584,14,3
H-0934,Sunny Valley,2574,3,4,1963,2002,7,670252.9592441884,24,4
H-1417,Golden Ridge,1279,7,3,2011,2017,4,628590.4203648625,9,5
H-1734,Golden Ridge,2712,7,1,1968,1991,1,994469.6996203476,35,5
H-1223,Industrial District,811,2,3,2001,2023,9,244695.4972553349,3,2
H-1076,Sunny Valley,2023,6,3,1987,2011,4,561888.3425534887,15,4
H-0108,Swamp Bottom,1251,7,1,1968,2020,6,465954.9004307479,6,1
H-1965,Maplewood,779,4,2,1965,2017,3,199731.62965944197,9,3
H-0656,Sunny Valley,1141,5,3,2002,2018,7,380252.9600515544,8,4
H-0905,Swamp Bottom,1663,3,3,1977,2019,5,175974.04530944736,7,1
H-1686,Industrial District,2886,5,2,1994,1998,6,503040.5319554381,28,2
H-0553,Maplewood,2225,4,2,2002,2020,6,397570.13,6,3
H-0284,Maplewood,744,2,4,2003,2021,7,219266.553268051,5,3
H-1775,Sunny Valley,3072,5,1,1978,2004,3,785670.8434518767,22,4
H-0689,Sunny Valley,1370,7,3,2003,2016,7,463853.28121866944,10,4
H-0039,Golden Ridge,1884,6,1,2002,2014,2,566801.569667878,12,5
H-1848,Swamp Bottom,3600,6,4,1982,2013,4,357614.42869403865,13,1
H-0733,Maplewood,2624,4,4,1960,2003,2,553519.7415731238,23,3
H-1178,Swamp Bottom,716,6,4,2017,2019,2,133747.1248912007,7,1
H-0091,Golden Ridge,2784,5,4,1965,2006,1,588555.4372116112,20,5
H-0658,Maplewood,1522,5,3,1992,2009,3,366051.6148768367,17,3
H-0548,Maplewood,307,2,3,1991,2006,2,416973.39,20,3
H-1409,Swamp Bottom,2085,7,2,1960,1996,2,219345.1174728865,30,1
H-1005,Maplewood,2437,6,1,1972,2008,9,626526.8349326364,18,3
H-1308,Sunny Valley,2313,4,3,1980,2023,3,573398.7216238215,3,4
H-1461,Maplewood,2973,6,1,2005,2008,1,641302.7024415744,18,3
H-1102,Swamp Bottom,1019,2,3,1994,2018,9,145711.01375873553,8,1
H-0791,Maplewood,2759,7,2,2001,2015,7,646123.4764752953,11,3
H-0447,Swamp Bottom,2085,7,4,1980,2001,8,304864.0632655283,25,1
H-1639,Industrial District,2079,2,3,1996,1997,6,335472.75592474826,29,2
H-1202,Golden Ridge,2001,3,3,1990,2020,9,755189.2142222185,6,5
H-0457,Maplewood,1612,2,1,2006,2024,7,379701.34545627545,2,3
H-0060,Golden Ridge,2994,2,1,1994,2002,4,700795.0610922241,24,5
H-1208,Sunny Valley,2105,2,1,1976,2005,10,526132.7000679581,21,4
H-0792,Maplewood,1627,4,1,1991,1991,2,355928.1949911986,35,3
H-0704,Golden Ridge,2390,4,2,2013,2018,7,859301.8241056792,8,5
H-1214,Maplewood,2037,3,4,1996,2017,5,442756.7909290045,9,3
H-1415,Industrial District,2892,7,3,1995,1997,3,540718.2461428435,29,2
H-0938,Golden Ridge,1414,3,2,1990,2020,8,577086.0589602025,6,5
H-1591,Industrial District,1122,4,1,1961,1995,4,248843.77772630975,31,2
H-1652,Sunny Valley,2659,3,1,2002,2024,4,673111.652325382,2,4
H-1544,Industrial District,3069,7,2,2002,2003,3,574593.7061319441,23,2
H-0738,Sunny Valley,528,2,3,1963,2004,2,172471.8011986387,22,4
H-1705,Golden Ridge,1835,2,1,1961,1996,8,641309.7840991296,30,5
H-0013,Golden Ridge,1749,5,4,1968,2002,9,0.0,24,5
H-1146,Swamp Bottom,1500,2,3,1966,2016,3,182860.02574944744,10,1
H-0339,Golden Ridge,-727,7,1,1960,2004,4,18762.771587171243,22,5
H-1168,Golden Ridge,1056,6,2,1990,2020,2,452489.971357239,6,5
H-0748,Industrial District,4028,5,4,1971,2000,1,638988.1516291694,26,2
H-1206,Maplewood,1090,4,3,1971,2022,3,291564.94268199865,4,3
H-0870,Sunny Valley,2294,7,4,2020,2022,8,708831.3392862288,4,4
H-1029,Swamp Bottom,1915,7,1,2001,2015,4,269065.0848030544,11,1
H-0010,Golden Ridge,1165,5,1,1971,1998,4,501042.659838999,28,5
H-0491,Maplewood,1509,6,2,1990,2020,8,420674.0785790721,6,3
H-1574,Sunny Valley,1918,7,4,1985,2016,7,591741.203818212,10,4
H-1486,Sunny Valley,1389,2,3,1990,2020,9,424074.4687335799,6,4
H-0058,Golden Ridge,1935,7,2,1969,2006,6,793468.2627634784,20,5
H-1738,Sunny Valley,2227,2,2,1995,1995,1,550938.5379369973,31,4
H-0850,Golden Ridge,405,3,1,1999,2018,7,239807.02875507448,8,5
H-0777,Maplewood,1689,2,1,2010,2016,1,324150.78677976085,10,3
H-0632,Maplewood,2092,3,2,2022,2024,9,505162.8197730524,2,3
H-0189,Swamp Bottom,1249,6,2,1987,2006,2,364355.2090741256,20,1
H-0931,Swamp Bottom,2998,4,2,1997,2020,5,294426.3919225169,6,1
H-1584,Industrial District,2400,2,2,1975,1998,9,425273.8926979808,28,2
H-0964,Sunny Valley,2381,2,4,1976,2007,10,639673.2053800876,19,4
H-1114,Maplewood,1873,6,1,1981,1998,8,460820.14382328605,28,3
H-1802,Sunny Valley,2774,4,3,2014,2022,2,688871.4130350655,4,4
H-0167,Swamp Bottom,2791,7,4,1980,2000,7,825123.3792172379,26,1
H-0233,Maplewood,4028,4,1,2000,2019,3,836872.1631942947,7,3
H-1586,Maplewood,2396,3,2,1992,2003,6,526497.7490856717,23,3
H-0396,Swamp Bottom,2414,6,2,1965,2007,2,278472.3465599146,19,1
H-1464,Industrial District,1462,5,3,1968,2014,9,312081.5595232538,12,2
H-1266,Sunny Valley,1752,6,3,1986,2022,5,531011.3909888567,4,4
H-0481,Maplewood,759,2,2,1978,1999,4,211806.18652792752,27,3
H-1522,Sunny Valley,119,4,2,2017,2019,3,167373.0871423886,7,4
H-0475,Industrial District,1878,7,4,1976,1991,5,389484.02192583855,35,2
H-1211,Maplewood,968,7,1,1982,1996,6,348381.2844191778,30,3
H-0943,Swamp Bottom,687,7,3,2002,2004,7,125009.23205214644,22,1
H-1674,Swamp Bottom,1740,2,4,2003,2016,4,160602.42642770655,10,1
H-1466,Industrial District,399,6,2,2011,2016,6,167016.5433569079,10,2
H-0619,Maplewood,2151,7,1,1985,2014,6,593022.0967155888,12,3
H-0247,Industrial District,2286,7,3,1977,1996,10,467865.63031419454,30,2
H-0680,Swamp Bottom,1642,4,2,1979,2021,10,222233.5065632934,5,1
H-0685,Maplewood,1270,4,1,1971,1997,2,330574.94304130634,29,3
H-0181,Swamp Bottom,2690,6,4,2001,2016,5,951794.3836869516,10,1
H-1474,Sunny Valley,2073,4,4,2002,2016,8,627027.478644621,10,4
H-1187,Golden Ridge,1236,5,4,1972,2005,7,582066.2592431847,21,5
H-0930,Golden Ridge,303,4,3,1998,2021,10,327266.1881359184,5,5
H-0707,Swamp Bottom,2252,4,4,2002,2023,3,189566.4873458048,3,1
H-0757,Maplewood,3405,4,4,2013,2022,6,746680.87262685,4,3
H-0430,Golden Ridge,2301,5,1,1990,2013,9,896185.7126776985,13,5
H-1200,Swamp Bottom,3581,5,2,2011,2022,7,346107.3574326157,4,1
H-1736,Sunny Valley,1237,7,1,2019,2020,10,469451.6085853148,6,4
H-0959,Maplewood,883,6,1,1982,1995,1,258827.58983095703,31,3
H-0068,Golden Ridge,1328,7,3,1963,2022,6,629507.424003798,4,5
H-0360,Sunny Valley,2866,2,4,1982,2004,3,684056.6060464816,22,4
H-1303,Maplewood,1717,3,2,1962,2013,5,413343.6144803185,13,3
H-0732,Maplewood,2760,7,3,2005,2021,7,684097.9915746994,5,3
H-1499,Swamp Bottom,2694,6,4,2005,2016,2,334242.0299725337,10,1
H-0389,Swamp Bottom,3405,7,3,2009,2012,10,378776.2273883616,14,1
H-0538,Maplewood,801,5,2,1988,2012,5,488724.43,14,3
H-1142,Maplewood,2139,5,3,1962,2016,4,493055.8045489248,10,3
H-0309,Sunny Valley,3153,2,2,1977,2002,4,737848.9182446755,24,4
H-1069,Sunny Valley,1664,7,2,1976,1998,1,534955.4452619078,28,4
H-0686,Maplewood,2336,3,2,1993,1999,9,527140.282155608,27,3
H-0916,Sunny Valley,1545,7,2,1963,2015,9,563133.7482750895,11,4
H-0426,Sunny Valley,1839,7,3,2015,2021,4,546553.9823658994,5,4
H-1774,Swamp Bottom,205,6,3,1976,2001,1,88447.36835714594,25,1
H-1682,Maplewood,3113,4,3,1968,2013,5,607278.9375793677,13,3
H-1057,Sunny Valley,2094,3,1,2004,2015,9,616708.8337941372,11,4
H-0894,Maplewood,1919,6,4,1995,2010,6,463858.8821580392,16,3
H-1871,Sunny Valley,2330,7,3,1997,2007,5,671184.7069326568,19,4
H-1896,Maplewood,2334,3,1,1991,2007,1,427724.3750074744,19,3
H-1787,Maplewood,2482,2,2,1980,2012,10,592442.6694456467,14,3
H-0196,Swamp Bottom,1558,3,4,1965,2000,5,389252.2115121157,26,1
H-1221,Sunny Valley,2455,6,4,1997,2006,8,734961.6821624829,20,4
H-0180,Swamp Bottom,1950,7,3,1968,2007,9,660322.6864821261,19,1
H-1847,Sunny Valley,3332,2,4,1997,2018,2,765002.4121361084,8,4
H-0775,Golden Ridge,2032,6,4,1997,1999,5,814367.2428731173,27,5
H-1659,Sunny Valley,1728,6,4,1991,1997,8,537437.0390551307,29,4
H-0925,Golden Ridge,1592,6,4,1994,1995,3,664817.519543142,31,5
H-0499,Industrial District,2119,7,1,2020,2023,6,415769.1440935216,3,2
H-1396,Sunny Valley,2257,4,2,1962,2015,7,623599.5482973437,11,4
H-1598,Golden Ridge,660,2,3,2000,2011,1,247900.30585086456,15,5
H-0784,Sunny Valley,2176,6,2,1977,2004,10,664970.1422645211,22,4
H-0841,Maplewood,2042,3,1,1962,2003,9,479962.2120662817,23,3
H-0469,Industrial District,880,6,3,1993,2000,5,244372.22525308075,26,2
H-0118,Swamp Bottom,2500,7,3,1979,2021,3,254963.05840547444,5,1
H-1453,Maplewood,398,7,4,1966,2014,9,256607.05383073652,12,3
H-0259,Golden Ridge,3817,5,1,1995,2002,8,1277487.1677682349,24,5
H-0165,Swamp Bottom,2525,6,1,1989,2021,6,365864.7049795394,5,1
H-1769,Sunny Valley,3106,3,4,1977,2016,6,805741.9880993111,10,4
H-1090,Industrial District,1827,5,4,1990,2005,3,370939.7355662596,21,2
H-1928,Maplewood,2944,2,2,1996,1999,4,545003.0233275095,27,3
H-0253,Sunny Valley,1190,3,4,1967,2007,4,309809.0700864112,19,4
H-1179,Maplewood,1671,7,4,1990,2017,6,395507.04246185033,9,3
H-0771,Swamp Bottom,1569,6,3,2003,2021,9,204680.18845883344,5,1
H-0003,Golden Ridge,2248,7,3,2003,2023,6,0.0,3,5
H-1846,Golden Ridge,1246,7,1,1996,2009,5,605050.5569277649,17,5
H-1596,Sunny Valley,3234,3,4,1977,1990,3,811020.2230317038,36,4
H-0927,Maplewood,1922,4,2,2001,2012,2,459213.1340150887,14,3
H-0333,Golden Ridge,1846,2,4,1995,2022,5,660872.473367731,4,5
H-1316,Maplewood,2569,7,4,1967,2022,5,577946.3157308488,4,3
H-0458,Golden Ridge,2156,7,2,2013,2015,3,832789.9266978382,11,5
H-1937,Swamp Bottom,2145,2,2,1970,2013,3,219445.5460644719,13,1
H-1456,Maplewood,1618,3,1,1964,2007,8,383502.743865996,19,3
H-1460,Sunny Valley,1897,2,3,1968,2005,2,428031.9838296008,21,4
H-0951,Maplewood,1959,2,3,1995,2017,7,396569.6692057418,9,3
H-1563,Sunny Valley,2435,7,2,1992,1998,4,703809.949151225,28,4
H-1047,Golden Ridge,1714,4,1,2004,2006,5,648770.5067199549,20,5
H-0395,Industrial District,3530,7,2,1998,2009,5,611986.4262481437,17,2
H-0422,Golden Ridge,2062,3,4,1999,2014,9,770639.4381187786,12,5
H-1478,Swamp Bottom,591,3,3,1962,1992,2,122756.70224369396,34,1
H-1794,Golden Ridge,1764,2,4,1986,1996,10,718116.083751839,30,5
H-0672,Golden Ridge,905,2,3,1985,2011,9,390177.0827993635,15,5
H-1885,Maplewood,2299,7,2,1971,2000,3,540210.7098788449,26,3
H-0261,Industrial District,1307,2,3,1971,1990,2,240170.4560067331,36,2
H-0561,Sunny Valley,2833,2,3,1998,2022,1,486743.96,4,4
H-0298,Maplewood,1141,4,2,1976,1991,5,286862.9915331807,35,3
H-1313,Swamp Bottom,1471,3,4,2002,2021,1,163836.3369881964,5,1
H-0940,Sunny Valley,2688,6,4,1999,2023,5,761494.4317739292,3,4
H-0753,Sunny Valley,1259,7,2,1969,2008,9,489911.8959905572,18,4
H-0435,Maplewood,1134,6,4,1977,2016,2,288900.3624922245,10,3
H-1811,Swamp Bottom,2471,3,3,2016,2018,10,312604.4070079568,8,1
H-1009,Maplewood,2363,3,2,1995,2008,6,522004.04563966347,18,3
H-1868,Golden Ridge,1429,4,1,1969,2024,5,560015.4031035622,2,5
H-0901,Golden Ridge,1350,5,1,1996,2010,10,643959.6240231269,16,5
H-0043,Golden Ridge,3015,2,1,1987,2005,7,532531.8623930558,21,5
H-0351,Swamp Bottom,2016,5,2,1962,2020,1,209517.68888990243,6,1
H-1583,Maplewood,2087,7,4,1985,2020,7,511387.1188099463,6,3
H-1328,Maplewood,2995,3,3,1985,1994,8,666001.3583723044,32,3
H-0788,Maplewood,1857,3,4,2001,2009,4,410628.7093925283,17,3
H-1695,Golden Ridge,2845,4,3,1980,2007,8,1005256.4586740844,19,5
H-0113,Swamp Bottom,2553,5,4,1983,2001,5,288679.67445829255,25,1
H-1698,Industrial District,30,3,1,2011,2020,3,59796.17481097226,6,2
H-1030,Golden Ridge,886,3,4,1980,2011,9,476372.1769448499,15,5
H-0556,Golden Ridge,1473,3,1,1965,2019,7,619686.21,7,5
H-0240,Industrial District,3158,4,1,1985,2018,9,529095.6649519914,8,2
H-1729,Maplewood,2277,4,2,1975,1996,6,497933.3310365137,30,3
H-0646,Maplewood,2346,3,4,1960,1999,5,480311.67751999537,27,3
H-1073,Golden Ridge,2598,7,2,1990,1991,4,990236.8966104522,35,5
H-0409,Golden Ridge,802,6,3,1988,2002,5,466196.202091259,24,5
H-1270,Maplewood,2697,7,3,1995,2010,1,643388.145415628,16,3
H-0667,Sunny Valley,3191,6,4,2008,2017,10,843458.5050710719,9,4
H-0564,Sunny Valley,1440,5,4,1993,2023,10,534399.01,3,4
H-1531,Maplewood,1895,5,2,1985,2005,8,462470.6650607896,21,3
H-1680,Sunny Valley,2082,4,1,2005,2022,7,555095.5796503838,4,4
H-0120,Swamp Bottom,1569,5,3,2006,2024,10,203437.21751377,2,1
H-0545,Sunny Valley,2863,4,2,1982,2021,4,484033.14,5,4
H-0185,Swamp Bottom,2355,7,3,2004,2010,2,506727.7694444071,16,1
H-1306,Maplewood,1514,5,1,1972,2002,6,427162.7980196576,24,3
H-0335,Golden Ridge,2116,2,2,1994,1995,9,791340.5575823996,31,5
H-1940,Golden Ridge,3015,2,4,2001,2020,3,960447.087795244,6,5
H-2004,Golden Ridge,433,7,1,1992,2018,1,152705.40414463507,8,5
H-0591,Maplewood,844,5,2,1961,2000,2,488724.43,26,3
H-0077,Golden Ridge,1312,3,3,1981,2014,4,519851.20164430526,12,5
H-1648,Swamp Bottom,2302,6,2,1994,2011,9,283013.91378878505,15,1
H-0818,Golden Ridge,3201,6,4,2001,2006,9,1185624.805421466,20,5
H-1384,Maplewood,2142,3,1,2008,2013,1,474400.783609764,13,3
H-0970,Maplewood,2556,5,4,2017,2021,8,601011.4416536479,5,3
H-1792,Maplewood,887,6,1,2000,2004,10,317315.49123794085,22,3
H-0588,Golden Ridge,2383,2,2,1999,1999,5,489901.27,27,5
H-0712,Maplewood,942,3,4,1968,2002,2,211997.23919263887,24,3
H-0218,Maplewood,1982,2,4,2000,2001,3,401017.7482790069,25,3
H-1546,Swamp Bottom,2577,7,3,2012,2012,6,306976.72546745697,14,1
H-1236,Swamp Bottom,2637,2,3,2007,2012,6,347013.0975147005,14,1
H-0876,Maplewood,1182,4,2,2002,2020,8,368621.5782452988,6,3
H-0087,Golden Ridge,2706,6,1,2000,2021,5,674489.5811486355,5,5
H-1953,Maplewood,2724,4,1,1986,2014,9,668395.1514333372,12,3
H-1887,Sunny Valley,1396,5,2,1961,1991,3,436776.1392159461,35,4
H-1939,Golden Ridge,2350,5,1,1990,2020,6,861335.8106339666,6,5
H-1789,Maplewood,2347,7,3,2002,2005,8,578272.0590529212,21,3
H-1488,Sunny Valley,2063,3,3,1967,1992,4,537064.1323079034,34,4
H-1122,Swamp Bottom,1825,4,4,1966,2004,1,170472.95445721791,22,1
H-1309,Swamp Bottom,867,4,3,2013,2017,8,126486.34362473775,9,1
H-0031,Golden Ridge,2156,3,2,2000,2018,4,554905.4857893311,8,5
H-1850,Sunny Valley,794,6,1,1987,2018,4,298959.2538044529,8,4
H-0021,Golden Ridge,3293,5,4,2003,2009,4,1094371.6644295657,17,5
H-1599,Swamp Bottom,2648,4,4,1976,2018,10,318844.86545696424,8,1
H-0571,Swamp Bottom,1440,6,3,1987,1999,5,198532.9,27,1
H-0747,Maplewood,1749,5,1,2004,2016,3,368105.0920914015,10,3
H-1212,Sunny Valley,2311,7,4,1997,2020,5,668770.0512496993,6,4
H-1348,Industrial District,2710,7,2,1995,2015,10,521118.5335127498,11,2
H-1118,Sunny Valley,1039,5,2,1979,2009,1,299416.1891643326,17,4
H-1056,Swamp Bottom,2880,5,3,1999,2004,6,325654.30674307793,22,1
H-1059,Maplewood,1188,3,2,1984,1993,5,271880.4949165173,33,3
H-1592,Golden Ridge,3316,2,3,1965,2015,8,1131321.106760153,11,5
H-0387,Sunny Valley,3067,7,3,1994,2010,10,936513.2197141076,16,4
H-0029,Golden Ridge,1058,6,3,2014,2017,1,406077.69020716345,9,5
H-1727,Industrial District,1792,6,3,1992,2005,2,315183.09023083514,21,2
H-1764,Sunny Valley,2180,5,3,2002,2012,7,633847.4607980384,14,4
H-0182,Swamp Bottom,2595,3,4,1990,1999,5,450126.9640277447,27,1
H-0717,Industrial District,1244,6,1,1990,2020,3,272352.82989006705,6,2
H-0038,Golden Ridge,1808,3,4,2016,2024,9,467612.2747683012,2,5
H-1018,Industrial District,2623,7,4,2012,2013,2,454687.9888728393,13,2
H-1441,Golden Ridge,1363,2,2,2007,2022,9,552468.6313620249,4,5
H-1869,Maplewood,2886,3,3,2002,2016,3,575687.6658050163,10,3
H-0912,Maplewood,2272,3,1,1977,2017,5,486827.081570926,9,3
H-0782,Sunny Valley,1734,4,4,1992,2008,8,573184.8871311146,18,4
H-1578,Maplewood,839,3,2,1987,2008,2,237598.67760739135,18,3
H-1964,Maplewood,1100,3,1,2011,2013,3,259359.91049502668,13,3
H-1436,Sunny Valley,3127,4,2,1976,2016,5,772472.6131654291,10,4
H-0963,Sunny Valley,1469,4,1,1980,2015,1,365934.5702373459,11,4
H-0739,Sunny Valley,2200,7,3,1978,2007,10,696499.8509104537,19,4
H-0582,Maplewood,1020,5,1,1984,2001,9,483690.66,25,3
H-1890,Golden Ridge,1703,2,3,1988,2005,3,588948.9819864489,21,5
H-0238,Maplewood,2384,3,4,1968,2008,2,440844.95702000224,18,3
H-1379,Maplewood,1283,5,4,1994,1998,8,376643.6026702467,28,3
H-1372,Swamp Bottom,1533,7,3,2005,2011,3,260308.3360063113,15,1
H-0572,Sunny Valley,2529,2,4,2023,2023,9,545724.76,3,4
H-1345,Sunny Valley,3401,4,1,2001,2009,4,829887.3997830476,17,4
H-0845,Sunny Valley,2460,4,2,1961,2005,4,665713.4039402851,21,4
H-1442,Maplewood,2391,2,1,1973,1990,4,516056.9594244471,36,3
H-1398,Maplewood,794,2,2,2006,2008,10,276394.7711088232,18,3
H-1863,Maplewood,1562,7,2,1998,2015,6,497735.9584791912,11,3
H-0758,Swamp Bottom,1511,4,3,1980,1997,8,197320.91497182404,29,1
H-1783,Maplewood,2942,4,2,1975,2018,10,646251.146829392,8,3
H-0960,Golden Ridge,1436,6,3,1987,1998,10,688135.9062827557,28,5
H-1176,Swamp Bottom,2443,3,1,1981,2015,1,245449.8288506743,11,1
H-1609,Maplewood,2176,7,4,1981,2015,6,547927.4634399065,11,3
H-1521,Industrial District,1738,7,1,1961,2006,8,393934.5121607562,20,2
H-1217,Maplewood,2812,5,2,1992,2006,5,625231.3870446,20,3
H-2005,Golden Ridge,1749,5,4,1968,2002,9,561033.9815565795,24,5
H-1540,Maplewood,2513,2,1,1970,2020,10,563675.2173486277,6,3
H-1755,Swamp Bottom,2341,6,1,1980,1995,1,302603.5164380214,31,1
H-1815,Industrial District,1189,3,2,1994,1995,9,258564.825204221,31,2
H-1873,Swamp Bottom,999,3,4,2009,2019,3,93476.73134464562,7,1
H-1213,Swamp Bottom,2063,3,2,1961,2003,3,223873.0328584776,23,1
H-0417,Sunny Valley,1962,2,2,2002,2018,5,506786.59659428,8,4
H-1849,Maplewood,2719,6,1,1993,2018,3,583413.1737143709,8,3
H-0641,Sunny Valley,2851,7,1,1975,2017,10,777937.5945250186,9,4
H-0889,Sunny Valley,2185,7,2,2001,2006,4,642117.8926218086,20,4
H-0365,Sunny Valley,974,7,2,1995,2000,8,385579.4714315309,26,4
H-0584,Maplewood,3535,2,3,1997,2002,4,416973.39,24,3
H-0635,Sunny Valley,2872,7,4,2010,2014,9,825455.0098545745,12,4
H-0215,Sunny Valley,2942,3,2,1975,2020,5,695731.0501745446,6,4
H-1012,Industrial District,2921,7,3,2016,2020,7,513821.2957247858,6,2
H-1713,Maplewood,2589,3,4,1978,2021,7,551307.4063270623,5,3
H-1448,Industrial District,3056,4,4,2000,2007,4,517015.8633725764,19,2
H-1933,Maplewood,942,6,1,1984,2014,1,256818.6243842553,12,3
H-1932,Maplewood,484,6,1,1963,2018,6,240245.4823455877,8,3
H-0400,Golden Ridge,2391,2,1,2010,2013,4,760630.0145234469,13,5
H-0482,Maplewood,2372,5,2,1990,2016,4,555938.8098271184,10,3
H-1882,Maplewood,2141,7,1,1977,2011,2,524591.1008248655,15,3
H-1276,Sunny Valley,1206,6,3,1960,2015,10,458287.81379155227,11,4
H-0130,Swamp Bottom,2565,4,3,2020,2024,2,681392.4654643805,2,1
H-0471,Industrial District,1665,4,2,2014,2024,6,305800.40762349044,2,2
H-1562,Swamp Bottom,1392,7,1,1988,2008,2,201758.2939671396,18,1
H-1445,Sunny Valley,1705,2,2,1994,2017,1,372330.7315571306,9,4
H-1950,Golden Ridge,2179,2,1,1984,1997,7,839344.4694691685,29,5
H-0793,Maplewood,2208,4,3,1985,2012,9,516935.599271001,14,3
H-0647,Maplewood,2340,6,2,2000,2008,1,540279.1801000304,18,3
H-0235,Maplewood,1722,3,2,1963,1995,1,376652.86100482894,31,3
H-1283,Golden Ridge,293,4,3,1968,2008,8,312219.78623472207,18,5
H-1386,Swamp Bottom,1238,6,1,1974,2018,4,143656.9824006685,8,1
H-0336,Swamp Bottom,944,2,1,1962,2011,9,136782.86161653642,15,1
H-1389,Maplewood,1871,4,4,2002,2014,6,395736.976143426,12,3
H-1113,Maplewood,1798,2,2,1987,1991,6,376815.1411607068,35,3
H-0630,Maplewood,2111,6,1,2008,2017,9,520724.3424332689,9,3
H-1462,Golden Ridge,2120,7,4,1990,2020,5,921204.039668113,6,5
H-0169,Swamp Bottom,2569,7,2,1982,2023,1,524725.2667421676,3,1
H-0714,Sunny Valley,1817,6,3,1962,2022,7,602172.7895961248,4,4
H-0111,Swamp Bottom,996,2,1,1967,2004,1,212462.5254509516,22,1
H-0290,Golden Ridge,2027,3,3,1973,2018,7,703015.1042135411,8,5
H-1457,Maplewood,2094,4,1,1991,2020,10,505256.812631591,6,3
H-0138,Swamp Bottom,2625,5,1,1998,2018,8,749453.6626956608,8,1
H-0399,Swamp Bottom,1210,5,3,1975,2022,1,160729.8434241993,4,1
H-1426,Golden Ridge,2724,2,4,2009,2016,10,917303.1433221808,10,5
H-0358,Industrial District,1889,6,1,1976,1999,10,417284.9389719719,27,2
H-0639,Sunny Valley,1560,4,2,1991,2005,1,421423.7797057544,21,4
H-0877,Maplewood,2321,2,4,1990,1991,4,500179.2223327924,35,3
H-1414,Maplewood,2758,5,1,2013,2013,7,604517.292597994,13,3
H-1256,Sunny Valley,1348,3,3,1992,2023,1,372115.245148248,3,4
H-0151,Swamp Bottom,3485,3,1,1987,2012,7,865582.5247077395,14,1
H-0700,Maplewood,1883,6,1,1986,2015,8,462006.4545021904,11,3
H-0710,Swamp Bottom,3036,7,3,1999,2012,4,315467.6941900326,14,1
H-1015,Industrial District,2653,6,2,1980,2020,7,506938.9135619717,6,2
H-0020,Golden Ridge,890,6,4,1990,2011,10,302523.3996352464,15,5
H-1130,Maplewood,1642,4,4,1976,2023,4,400721.6493313638,3,3
H-0300,Golden Ridge,3875,7,1,2004,2011,5,1333762.600498639,15,5
H-0176,Swamp Bottom,1174,2,1,1966,2008,4,274539.81189042964,18,1
H-1898,Sunny Valley,908,2,2,1986,2018,10,361850.4631416418,8,4
H-1839,Sunny Valley,3421,6,2,1992,2002,4,875752.5586449853,24,4
H-1195,Swamp Bottom,2374,5,4,2002,2015,6,251485.47638667552,11,1
H-0711,Maplewood,2324,2,1,1996,2011,7,530918.8484305805,15,3
H-1728,Swamp Bottom,2480,7,4,2007,2009,1,260445.54906648755,17,1
H-1117,Swamp Bottom,1716,4,3,2001,2007,3,223998.7213873941,19,1
H-1566,Maplewood,779,6,1,1992,2015,9,381108.4469346408,11,3
H-1166,Swamp Bottom,1571,6,2,2005,2011,4,230430.0263824396,15,1
H-1422,Golden Ridge,2130,3,3,1995,2022,6,809276.822325027,4,5
H-1884,Sunny Valley,1800,4,2,1965,2001,10,550733.4995293465,25,4
H-0533,Maplewood,3098,7,4,1994,2016,5,486218.04,10,3
H-1617,Maplewood,1128,5,4,1968,2017,2,309879.97605124087,9,3
H-0937,Industrial District,1286,5,2,1961,2022,8,287465.0708023554,4,2
H-0046,Golden Ridge,1345,2,2,1968,2018,9,411650.699768171,8,5
H-0452,Sunny Valley,1354,5,4,2005,2015,1,408900.953820304,11,4
H-1782,Maplewood,1809,2,4,1975,1990,4,381658.607639528,36,3
H-0281,Sunny Valley,1704,6,3,2015,2023,2,507537.6671905068,3,4
H-0086,Golden Ridge,3053,4,4,1985,1996,6,706944.314506358,30,5
H-0623,Maplewood,1306,6,2,2008,2012,5,355892.8042859809,14,3
H-0924,Sunny Valley,2539,2,3,1976,1997,5,609261.2433661044,29,4
H-0614,Swamp Bottom,2043,7,1,1968,2014,8,250852.22089531063,12,1
H-0139,Swamp Bottom,2528,2,4,1992,2018,6,436129.25615994463,8,1
H-0190,Swamp Bottom,2465,2,3,2000,2018,8,837145.1151637498,8,1
H-2006,Golden Ridge,1479,4,3,2016,2017,6,0.0,9,5
H-1721,Golden Ridge,2048,3,4,2003,2016,2,684089.5112900197,10,5
H-0696,Sunny Valley,1689,2,4,1993,2010,3,438729.7514586315,16,4
H-1931,Maplewood,2325,4,4,2007,2012,8,547912.1408621811,14,3
H-0449,Golden Ridge,2351,7,3,1995,2006,8,930378.4544709116,20,5
H-1761,Swamp Bottom,1680,3,2,1979,2017,3,197316.4582952672,9,1
H-0367,Industrial District,964,6,3,1990,2020,7,222503.8914699336,6,2
H-0150,Swamp Bottom,2908,5,3,1975,1996,2,501647.0782707316,30,1
